chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 3, 21, 7, 9, 14, 17, 10, 11, 1, 5, 2 fit: 0.480 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 3, 21, 7, 9, 14, 17, 10, 11, 1, 5, 2 fit: 0.043 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 3, 8, 3, 17, 10, 1, 23, 4, 13, 7, 7 fit: 0.026 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 3, 21, 7, 9, 14, 17, 10, 11, 1, 5, 2 fit: 0.026 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 3, 21, 7, 9, 14, 17, 10, 11, 1, 5, 2 fit: 0.025 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 3, 21, 7, 9, 14, 17, 10, 11, 1, 5, 2 fit: 0.025 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 3, 21, 7, 9, 14, 17, 10, 11, 1, 5, 2 fit: 0.026 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 3, 21, 7, 9, 14, 17, 10, 11, 1, 5, 2 fit: 0.025 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 3, 21, 7, 9, 14, 17, 10, 11, 1, 5, 2 fit: 0.025 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 3, 21, 7, 9, 14, 4, 10, 11, 1, 5, 2 fit: 0.025 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 3, 21, 7, 9, 21, 17, 10, 11, 1, 5, 2 fit: 0.025 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 3, 8, 7, 9, 14, 17, 10, 11, 1, 5, 2 fit: 0.025 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 3, 21, 7, 9, 14, 17, 10, 11, 1, 5, 2 fit: 0.026 raw: 9.000 
