chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 3, 8, 7, 9, 14, 17, 10, 11, 1, 5, 2 fit: 0.025 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 24, 21, 7, 9, 14, 17, 10, 11, 1, 5, 2 fit: 0.025 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 3, 8, 7, 9, 14, 17, 10, 11, 1, 5, 2 fit: 0.025 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 3, 21, 7, 9, 28, 17, 10, 11, 1, 5, 2 fit: 0.025 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 3, 8, 7, 9, 14, 17, 10, 11, 1, 5, 2 fit: 0.026 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 3, 3, 8, 23, 26, 10, 4, 20, 19, 2, 4 fit: 0.025 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 3, 8, 7, 9, 14, 17, 10, 11, 1, 5, 2 fit: 0.025 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 3, 21, 7, 9, 14, 17, 10, 11, 1, 5, 2 fit: 0.025 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 3, 21, 7, 9, 14, 17, 10, 11, 1, 5, 2 fit: 0.025 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 3, 8, 7, 9, 14, 17, 10, 11, 1, 5, 2 fit: 0.025 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 3, 21, 7, 9, 14, 17, 10, 11, 1, 5, 2 fit: 0.026 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 3, 21, 7, 9, 28, 17, 10, 11, 1, 5, 2 fit: 0.025 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 24, 21, 7, 9, 14, 17, 10, 11, 1, 5, 2 fit: 0.026 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 24, 21, 7, 9, 28, 17, 10, 11, 1, 5, 2 fit: 0.025 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 3, 21, 7, 9, 28, 17, 10, 11, 1, 5, 2 fit: 0.025 raw: 9.000 
chrom: 11, 4, 6, 1, 0, 22, 4, 20, 4, 3, 21, 7, 9, 28, 17, 10, 11, 1, 5, 2 fit: 0.025 raw: 9.000 
chrom: 11, 4, 6, 0, 0, 22, 4, 20, 4, 24, 21, 7, 9, 28, 17, 10, 11, 1, 5, 2 fit: 0.032 raw: 7.000 
chrom: 11, 4, 6, 0, 0, 22, 4, 20, 4, 24, 21, 7, 9, 28, 17, 10, 11, 1, 5, 2 fit: 0.031 raw: 7.000 
chrom: 11, 4, 6, 0, 0, 22, 4, 20, 4, 24, 21, 7, 9, 28, 17, 10, 11, 1, 5, 2 fit: 0.031 raw: 7.000 
chrom: 11, 4, 6, 0, 0, 22, 4, 20, 4, 24, 21, 7, 9, 28, 17, 10, 11, 1, 5, 2 fit: 0.032 raw: 7.000 
chrom: 11, 4, 6, 0, 0, 22, 4, 20, 4, 24, 21, 7, 9, 28, 17, 10, 11, 1, 5, 2 fit: 0.030 raw: 7.000 
chrom: 11, 4, 6, 0, 0, 22, 4, 20, 4, 24, 8, 7, 9, 14, 17, 10, 11, 1, 5, 2 fit: 0.030 raw: 7.000 
chrom: 11, 4, 6, 0, 0, 22, 4, 20, 4, 24, 21, 7, 9, 28, 17, 10, 25, 1, 5, 2 fit: 0.030 raw: 7.000 
chrom: 11, 4, 6, 0, 0, 22, 4, 20, 4, 24, 21, 7, 9, 28, 17, 10, 11, 1, 5, 2 fit: 0.029 raw: 7.000 
chrom: 11, 4, 6, 0, 0, 22, 4, 20, 4, 24, 21, 7, 9, 28, 17, 10, 25, 1, 5, 2 fit: 0.029 raw: 7.000 
chrom: 11, 4, 6, 0, 0, 22, 4, 20, 4, 24, 8, 7, 9, 14, 17, 10, 11, 1, 5, 2 fit: 0.028 raw: 7.000 
chrom: 11, 4, 6, 0, 0, 22, 4, 20, 4, 24, 8, 7, 9, 14, 17, 10, 11, 1, 5, 2 fit: 0.027 raw: 7.000 
